"Teryt","Gmina ","ogółem
total","na 1 km²
per 1 km²"
"1219043","  Niepołomice",33173,344
"1219044","     miasto   town",16805,613
"1219045","     obszar wiejski   rural area",16368,238
"1219053","  Wieliczka",68904,691
"1219054","     miasto   town",27845,2076
"1219055","     obszar wiejski   rural area",41059,476
"1261011","  Kraków",806201,2467
"1262011","  Nowy Sącz",80358,1395
"1263011","  Tarnów",103129,1425
"1401022","  Promna",5439,45
"1401032","  Radzanów",3798,46
"1401042","  Stara Błotnica",5446,57
"1401052","  Stromiec",5398,34
"1401013","  Białobrzegi",9766,126
"1401014","     miasto   town",6407,853
"1401015","     obszar wiejski   rural area",3359,48
"1401063","  Wyśmierzyce",2673,25
"1401064","     miasto   town",877,52
"1401065","     obszar wiejski   rural area",1796,20
"1402011","  Ciechanów",41740,1273
"1402022","  Ciechanów",7526,54
"1402042","  Gołymin-Ośrodek",3493,32
"1402052","  Grudusk",3299,34
"1402062","  Ojrzeń",4091,34
"1402072","  Opinogóra Górna",5846,42
"1402082","  Regimin",4711,42
"1402092","  Sońsk",7337,47
"1402033","  Glinojeck",7124,46
"1402034","     miasto   town",2788,378
"1402035","     obszar wiejski   rural area",4336,30
"1403011","  Garwolin",17268,782
"1403021","  Łaskarzew",4489,292
"1403032","  Borowie",4905,61
"1403042","  Garwolin",13500,99
"1403052","  Górzno",6695,73
"1403062","  Łaskarzew",5238,60
"1403082","  Miastków Kościelny",4636,54
"1403092","  Parysów",4104,64
"1403112","  Sobolew",7809,82
"1403122","  Trojanów",7093,47
"1403132","  Wilga",5088,43
"1403073","  Maciejowice",6358,37
"1403074","     miasto   town",1439,132
"1403075","     obszar wiejski   rural area",4919,30
"1403103","  Pilawa",10553,137
"1403104","     miasto   town",4431,665
"1403105","     obszar wiejski   rural area",6122,87
"1403143","  Żelechów",7774,89
"1403144","     miasto   town",3719,307
"1403145","     obszar wiejski   rural area",4055,54
"1404011","  Gostynin",16986,524
"1404022","  Gostynin",11750,43
"1404032","  Pacyna",3238,36
"1404052","  Szczawin Kościelny",4658,37
"1404043","  Sanniki",5606,59
"1404044","     miasto   town",1721,146
"1404045","     obszar wiejski   rural area",3885,47
"1405011","  Milanówek",16424,1222
"1405021","  Podkowa Leśna",3799,376
"1405032","  Baranów",5431,72
"1405052","  Jaktorów",13504,244
"1405062","  Żabia Wola",11096,105
"1405043","  Grodzisk Mazowiecki",55453,516
"1405044","     miasto   town",34718,2632
"1405045","     obszar wiejski   rural area",20735,220
"1406012","  Belsk Duży",6175,57
"1406022","  Błędów",7034,52
"1406032","  Chynów",10179,75
"1406042","  Goszczyn",2834,49
"1406062","  Jasieniec",5349,49
"1406092","  Pniewy",4846,47
"1406053","  Grójec",26225,216
"1406054","     miasto   town",16807,1961
"1406055","     obszar wiejski   rural area",9418,84
"1406073","  Mogielnica",8156,58
"1406074","     miasto   town",2118,163
"1406075","     obszar wiejski   rural area",6038,47
"1406083","  Nowe Miasto nad Pilicą",7110,45
"1406084","     miasto   town",3484,310
"1406085","     obszar wiejski   rural area",3626,25
"1406113","  Warka",19121,94
"1406114","     miasto   town",11889,444
"1406115","     obszar wiejski   rural area",7232,41
"1407012","  Garbatka-Letnisko",4776,65
"1407032","  Gniewoszów",3769,45
"1407042","  Grabów nad Pilicą",4036,32
"1407072","  Sieciechów",3732,60
"1407023","  Głowaczów",6700,36
"1407024","     miasto   town",826,139
"1407025","     obszar wiejski   rural area",5874,33
"1407053","  Kozienice",27747,114
"1407054","     miasto   town",15530,1486
"1407055","     obszar wiejski   rural area",12217,52
"1407063","  Magnuszew",6393,45
"1407064","     miasto   town",964,105
"1407065","     obszar wiejski   rural area",5429,41
"1408011","  Legionowo",52630,3887
"1408022","  Jabłonna",23356,360
"1408032","  Nieporęt",17249,180
"1408052","  Wieliszew",20907,197
"1408043","  Serock",17705,161
"1408044","     miasto   town",5277,393
"1408045","     obszar wiejski   rural area",12428,128
"1409012","  Chotcza",2188,24
"1409042","  Rzeczniów",4051,39
"1409023","  Ciepielów",5187,38
"1409024","     miasto   town",732,107
"1409025","     obszar wiejski   rural area",4455,35
"1409033","  Lipsko",10051,74
"1409034","     miasto   town",4948,315
"1409035","     obszar wiejski   rural area",5103,43
"1409053","  Sienno",5517,37
"1409054","     miasto   town",930,87
"1409055","     obszar wiejski   rural area",4587,34
"1409063","  Solec nad Wisłą",4567,35
"1409064","     miasto   town",933,45
"1409065","     obszar wiejski   rural area",3634,33
"1410012","  Huszlew",2631,22
"1410032","  Olszanka",2734,31
"1410042","  Platerów",4368,34
"1410052","  Sarnaki",4091,21
"1410062","  Stara Kornica",4393,37
"1410023","  Łosice",10411,86
"1410024","     miasto   town",6808,287
"1410025","     obszar wiejski   rural area",3603,37
"1411011","  Maków Mazowiecki",8939,870
"1411022","  Czerwonka",2539,23
"1411032","  Karniewo",4830,37
"1411042","  Krasnosielc",5873,35
"1411052","  Młynarze",1607,21
"1411062","  Płoniawy-Bramura",4859,36
"1411082","  Rzewnie",2419,22
"1411092","  Sypniewo",2912,23
"1411102","  Szelków",3529,31
"1411073","  Różan",4229,50
"1411074","     miasto   town",2616,218
"1411075","     obszar wiejski   rural area",1613,22
"1412011","  Mińsk Mazowiecki",39837,3020
"1412151","  Sulejówek",21428,1110
"1412052","  Dębe Wielkie",11863,153
"1412082","  Jakubów",5096,59
"1412112","  Mińsk Mazowiecki",16996,151
"1412142","  Stanisławów",7044,66
"1412043","  Cegłów",6073,63
"1412044","     miasto   town",2311,301
"1412045","     obszar wiejski   rural area",3762,43
"1412063","  Dobre",5844,47
"1412064","     miasto   town",1815,211
"1412065","     obszar wiejski   rural area",4029,35
"1412073","  Halinów",18245,289
"1412074","     miasto   town",3752,1321
"1412075","     obszar wiejski   rural area",14493,241
"1412093","  Kałuszyn",5517,58
"1412094","     miasto   town",2699,219
"1412095","     obszar wiejski   rural area",2818,34
"1412103","  Latowicz",5135,45
"1412104","     miasto   town",1339,52
"1412105","     obszar wiejski   rural area",3796,43
"1412123","  Mrozy",8647,60
"1412124","     miasto   town",3623,468
"1412125","     obszar wiejski   rural area",5024,37
"1412133","  Siennica",7663,69
"1412134","     miasto   town",2270,193
"1412135","     obszar wiejski   rural area",5393,54
"1413011","  Mława",30802,885
"1413022","  Dzierzgowo",2741,18
"1413032","  Lipowiec Kościelny",4463,39
"1413042","  Radzanów",2908,29
"1413052","  Strzegowo",7008,33
"1413062","  Stupsk",4439,38
"1413072","  Szreńsk",3786,35
"1413082","  Szydłowo",4194,34
"1413092","  Wieczfnia Kościelna",3630,30
"1413102","  Wiśniewo",5103,51
"1414011","  Nowy Dwór Mazowiecki (a)",28548,1012
"1414022","  Czosnów",11052,86
"1414032","  Leoncin",5590,35
"1414052","  Pomiechówek",9263,90
"1414043","  Nasielsk",19249,94
"1414044","     miasto   town",7315,582
"1414045","     obszar wiejski   rural area",11934,62
"1414063","  Zakroczym",5869,82
"1414064","     miasto   town",3129,157
"1414065","     obszar wiejski   rural area",2740,53
"1415012","  Baranowo",5963,30
"1415022","  Czarnia",2217,24
"1415032","  Czerwin",4723,28
"1415042","  Goworowo",7818,36
"1415052","  Kadzidło",10989,42
"1415062","  Lelis",9952,51
"1415072","  Łyse",8164,33
"1415092","  Olszewo-Borki",11026,56
"1415102","  Rzekuń",12157,93
"1415112","  Troszyn",4510,29
"1415083","  Myszyniec",9975,44
"1415084","     miasto   town",3189,284
"1415085","     obszar wiejski   rural area",6786,31
"1416011","  Ostrów Mazowiecka",21530,967
"1416022","  Andrzejewo",3774,32
"1416032","  Boguty-Pianki",2368,27
"1416052","  Małkinia Górna",10787,80
"1416062","  Nur",2467,26
"1416072","  Ostrów Mazowiecka",12636,45
"1416082","  Stary Lubotyń",3582,33
"1416092","  Szulborze Wielkie",1501,32
"1416102","  Wąsewo",3952,33
"1416112","  Zaręby Kościelne",3250,37
"1416043","  Brok",2565,23
"1416044","     miasto   town",1731,62
"1416045","     obszar wiejski   rural area",834,10
"1417011","  Józefów",21217,887
"1417021","  Otwock",43895,928
"1417032","  Celestynów",11648,131
"1417052","  Kołbiel",8299,78
"1417072","  Sobienie-Jeziory",6233,64
"1417082","  Wiązowna",16002,157
"1417043","  Karczew",15826,194
"1417044","     miasto   town",9245,329
"1417045","     obszar wiejski   rural area",6581,123
"1417063","  Osieck",3659,54
"1417064","     miasto   town",1105,42
"1417065","     obszar wiejski   rural area",2554,62
"1418032","  Lesznowola",38479,555
"1418052","  Prażmów",13370,155
"1418013","  Góra Kalwaria",28395,197
"1418014","     miasto   town",12129,831
"1418015","     obszar wiejski   rural area",16266,126
"1418023","  Konstancin-Jeziorna",25088,319
"1418024","     miasto   town",16894,952
"1418025","     obszar wiejski   rural area",8194,135
"1418043","  Piaseczno",97293,759
"1418044","     miasto   town",51971,3202
"1418045","     obszar wiejski   rural area",45322,405
"1418063","  Tarczyn",12463,109
"1418064","     miasto   town",4343,830
"1418065","     obszar wiejski   rural area",8120,74
"1419012","  Bielsk",8873,71
"1419032","  Brudzeń Duży",8251,52
"1419042","  Bulkowo",5193,44
"1419072","  Łąck",5364,57
"1419082","  Mała Wieś",5631,52
"1419092","  Nowy Duninów",3934,27
"1419102","  Radzanowo",8705,83
"1419112","  Słubice",4118,43
"1419122","  Słupno",9051,121
"1419132","  Stara Biała",12265,110
"1419142","  Staroźreby",6767,49
"1419023","  Bodzanów",7751,57
"1419024","     miasto   town",1130,230
"1419025","     obszar wiejski   rural area",6621,50
"1419053","  Drobin",7289,51
"1419054","     miasto   town",2631,273
"1419055","     obszar wiejski   rural area",4658,35
"1419063","  Gąbin",11151,76
"1419064","     miasto   town",4124,148
"1419065","     obszar wiejski   rural area",7027,59
"1419153","  Wyszogród",5188,54
"1419154","     miasto   town",2400,185
"1419155","     obszar wiejski   rural area",2788,34
"1420011","  Płońsk",21530,1856
"1420021","  Raciąż",3966,472
"1420032","  Baboszewo",7414,46
"1420052","  Dzierzążnia",3346,33
"1420062","  Joniec",2781,38
"1420072","  Naruszewo",5876,37
"1420092","  Płońsk",8454,67
"1420102","  Raciąż",7837,32
"1420122","  Załuski",5494,51
"1420043","  Czerwińsk nad Wisłą",7144,50
"1420044","     miasto   town",981,178
"1420045","     obszar wiejski   rural area",6163,44
"1420083","  Nowe Miasto",4547,39
"1420084","     miasto   town",1514,170
"1420085","     obszar wiejski   rural area",3033,28
"1420113","  Sochocin",5617,46
"1420114","     miasto   town",1925,281
"1420115","     obszar wiejski   rural area",3692,32
"1421011","  Piastów",22932,3974
"1421021","  Pruszków",65461,3411
"1421042","  Michałowice",19436,559
"1421052","  Nadarzyn",18306,249
"1421062","  Raszyn",23533,536
"1421033","  Brwinów",29999,433
"1421034","     miasto   town",14568,992
"1421035","     obszar wiejski   rural area",15431,283
"1422011","  Przasnysz",16357,650
"1422032","  Czernice Borowe",3491,29
"1422042","  Jednorożec",6607,28
"1422052","  Krasne",3270,32
"1422062","  Krzynowłoga Mała",3235,17
"1422072","  Przasnysz",6845,38
"1422023","  Chorzele",9232,25
"1422024","     miasto   town",2894,165
"1422025","     obszar wiejski   rural area",6338,18
"1423012","  Borkowice",3984,46
"1423032","  Klwów",3096,36
"1423052","  Potworów",3980,48
"1423072","  Rusinów",3973,48
"1423082","  Wieniawa",5074,49
"1423023","  Gielniów",4294,54
"1423024","     miasto   town",776,64
"1423025","     obszar wiejski   rural area",3518,52
"1423043","  Odrzywół",3392,34
"1423044","     miasto   town",991,125
"1423045","     obszar wiejski   rural area",2401,26
"1423063","  Przysucha",10828,60
"1423064","     miasto   town",5293,753
"1423065","     obszar wiejski   rural area",5535,32
"1424012","  Gzy",3553,34
"1424022","  Obryte",4305,31
"1424032","  Pokrzywnica",5138,43
"1424052","  Świercze",4476,48
"1424062","  Winnica",4002,35
"1424072","  Zatory",4707,39
"1424043","  Pułtusk",24130,180
"1424044","     miasto   town",19064,826
"1424045","     obszar wiejski   rural area",5066,46
"1425011","  Pionki",16089,874
"1425022","  Gózd",9423,121
"1425042","  Jastrzębia",7132,79
"1425052","  Jedlińsk",14574,105
"1425072","  Kowala",12489,167
"1425082","  Pionki",9642,42
"1425112","  Wierzbica",9185,98
"1425122","  Wolanów",9014,109
"1425132","  Zakrzew",14019,146
"1425033","  Iłża",13576,53
"1425034","     miasto   town",4280,270
"1425035","     obszar wiejski   rural area",9296,39
"1425063","  Jedlnia-Letnisko",13618,208
"1425064","     miasto   town",3957,482
"1425065","     obszar wiejski   rural area",9661,168
"1425093","  Przytyk",7030,52
"1425094","     miasto   town",904,318
"1425095","     obszar wiejski   rural area",6126,47
"1425103","  Skaryszew",15540,91
"1425104","     miasto   town",4456,162
"1425105","     obszar wiejski   rural area",11084,77
"1426012","  Domanice",2470,53
"1426022","  Korczew",2334,22
"1426032","  Kotuń",8128,54
"1426042","  Mokobody",4787,40
"1426062","  Paprotnia",2367,29
"1426072","  Przesmyki",2767,24
"1426082","  Siedlce",19657,139
"1426092","  Skórzec",8231,69
"1426102","  Suchożebry",4706,47
"1426112","  Wiśniew",5735,46
"1426122","  Wodynie",4129,36
"1426132","  Zbuczyn",9796,46
"1426053","  Mordy",5334,31
"1426054","     miasto   town",1599,352
"1426055","     obszar wiejski   rural area",3735,23
"1427011","  Sierpc",16941,911
"1427022","  Gozdowo",5662,45
"1427032","  Mochowo",5526,38
"1427042","  Rościszewo",3743,33
"1427052","  Sierpc",6583,44
"1427062","  Szczutowo",3982,35
"1427072","  Zawidz",5822,31
"1428011","  Sochaczew",33456,1277
"1428022","  Brochów",4419,37
"1428032","  Iłów",5857,45
"1428042","  Młodzieszyn",5589,48
"1428052","  Nowa Sucha",6853,76
"1428062","  Rybno",3423,47
"1428072","  Sochaczew",11993,131
"1428082","  Teresin",11584,132
"1429011","  Sokołów Podlaski",18361,1049
"1429022","  Bielany",3470,32
"1429032","  Ceranów",1812,16
"1429042","  Jabłonna Lacka",4065,27
"1429062","  Repki",4612,27
"1429072","  Sabnie",3253,30
"1429082","  Sokołów Podlaski",5772,42
"1429092","  Sterdyń",3385,26
"1429053","  Kosów Lacki",5334,27
"1429054","     miasto   town",1962,170
"1429055","     obszar wiejski   rural area",3372,18
"1430012","  Chlewiska",5505,44
"1430032","  Mirów",3738,70
"1430042","  Orońsko",5918,72
"1430023","  Jastrząb",5127,94
"1430024","     miasto   town",1178,94
"1430025","     obszar wiejski   rural area",3949,94
"1430053","  Szydłowiec",17212,124
"1430054","     miasto   town",10556,482
"1430055","     obszar wiejski   rural area",6656,57
"1432022","  Izabelin",10791,166
"1432032","  Kampinos",4472,53
"1432042","  Leszno",11072,89
"1432072","  Stare Babice",23041,363
"1432013","  Błonie",22419,262
"1432014","     miasto   town",12172,1339
"1432015","     obszar wiejski   rural area",10247,134
"1432053","  Łomianki",31887,821
"1432054","     miasto   town",18226,2170
"1432055","     obszar wiejski   rural area",13661,448
"1432063","  Ożarów Mazowiecki",31534,443
"1432064","     miasto   town",15623,1924
"1432065","     obszar wiejski   rural area",15911,252
"1433011","  Węgrów",11844,334
"1433022","  Grębków",4240,32
"1433032","  Korytnica",5509,31
"1433042","  Liw",7056,42
"1433062","  Miedzna",3576,31
"1433072","  Sadowne",5516,38
"1433082","  Stoczek",4478,31
"1433092","  Wierzbno",2429,24
"1433053","  Łochów",17260,88
"1433054","     miasto   town",6545,489
"1433055","     obszar wiejski   rural area",10715,59
"1434011","  Kobyłka",28339,1443
"1434021","  Marki",45365,1735
"1434031","  Ząbki",45347,4130
"1434041","  Zielonka",18143,228
"1434052","  Dąbrówka",8651,79
"1434072","  Klembów",11356,132
"1434082","  Poświętne",6491,62
"1434102","  Strachówka",2594,24
"1434063","  Jadów",7056,61
"1434064","     miasto   town",907,196
"1434065","     obszar wiejski   rural area",6149,55
"1434093","  Radzymin",31286,242
"1434094","     miasto   town",14962,640
"1434095","     obszar wiejski   rural area",16324,154
"1434113","  Tłuszcz",20186,196
"1434114","     miasto   town",8032,1015
"1434115","     obszar wiejski   rural area",12154,128
"1434123","  Wołomin",51057,828
"1434124","     miasto   town",35620,2066
"1434125","     obszar wiejski   rural area",15437,347
"1435012","  Brańszczyk",8082,49
"1435022","  Długosiodło",7414,44
"1435032","  Rząśnik",6818,41
"1435042","  Somianka",5613,48
"1435062","  Zabrodzie",6183,67
"1435053","  Wyszków",39331,238
"1435054","     miasto   town",26019,1252
"1435055","     obszar wiejski   rural area",13312,92
"1436012","  Kazanów",4247,45
"1436022","  Policzna",5104,45
"1436032","  Przyłęk",5758,44
"1436042","  Tczów",4792,66
"1436053","  Zwoleń",14387,89
"1436054","     miasto   town",7162,450
"1436055","     obszar wiejski   rural area",7225,50
"1437022","  Kuczbork-Osada",4259,35
"1437042","  Lutocin",3963,31
"1437052","  Siemiątkowo",3166,28
"1437013","  Bieżuń",4539,37
"1437014","     miasto   town",1713,142
"1437015","     obszar wiejski   rural area",2826,26
"1437033","  Lubowidz",6264,33
"1437034","     miasto   town",1499,264
"1437035","     obszar wiejski   rural area",4765,26
"1437063","  Żuromin",13295,100
"1437064","     miasto   town",8437,755
"1437065","     obszar wiejski   rural area",4858,40
"1438011","  Żyrardów",38594,2689
"1438032","  Puszcza Mariańska",8833,62
"1438042","  Radziejowice",6455,89
"1438023","  Mszczonów",11311,74
"1438024","     miasto   town",6090,711
"1438025","     obszar wiejski   rural area",5221,36
"1438053","  Wiskitki",9960,66
"1438054","     miasto   town",1442,218
"1438055","     obszar wiejski   rural area",8518,59
"1461011","  Ostrołęka",48229,1441
"1462011","  Płock",111190,1263
"1463011","  Radom (a)",196005,1753
"1464011","  Siedlce",75297,2363
"1465011","  Mst Warszawa (a)",1861599,3599
"1465028","  Bemowo",129188,5178
"1465038","  Białołęka",158749,2175
"1465048","  Bielany",131420,4064
"1465058","  Mokotów",225519,6367
"1465068","  Ochota",79357,8164
"1465078","  Praga-Południe",185810,8303
"1465088","  Praga-Północ",59632,5273
"1465098","  Rembertów",24822,1286
"1465108","  Śródmieście",97983,6293
"1465118","  Targówek",123067,5058
"1465128","  Ursus",69574,7441
"1465138","  Ursynów",149775,3420
"1465148","  Wawer",88512,1110
"1465158","  Wesoła",26632,1161
"1465168","  Wilanów",52472,1429
"1465178","  Włochy",50143,1751
"1465188","  Wola",150319,7805
"1465198","  Żoliborz",58625,6921
"1601011","  Brzeg",33403,2286
"1601052","  Lubsza",8936,42
"1601062","  Olszanka",4725,51
"1601022","  Skarbimierz",8733,79
"1601033","  Grodków",17927,63
"1601034","     miasto   town",7902,800
"1601035","     obszar wiejski   rural area",10025,36
"1601043","  Lewin Brzeski",12425,78
"1601044","     miasto   town",5585,480
"1601045","     obszar wiejski   rural area",6840,46
"1602022","  Branice",6192,51
"1602013","  Baborów",5673,48
"1602014","     miasto   town",2823,238
"1602015","     obszar wiejski   rural area",2850,27
"1602033","  Głubczyce",20847,71
"1602034","     miasto   town",11651,929
"1602035","     obszar wiejski   rural area",9196,33
"1602043","  Kietrz",9896,71
"1602044","     miasto   town",5447,291
"1602045","     obszar wiejski   rural area",4449,37
"1603011","  Kędzierzyn-Koźle",54387,440
"1603022","  Bierawa",7536,64
"1603032","  Cisek",5331,75
"1603042","  Pawłowiczki",7021,46
"1603052","  Polska Cerekiew",3745,62
"1603062","  Reńska Wieś",8141,83
"1604032","  Lasowice Wielkie",6348,30
"1604013","  Byczyna",8577,47
"1604014","     miasto   town",3353,579
"1604015","     obszar wiejski   rural area",5224,29
"1604023","  Kluczbork",34121,157
"1604024","     miasto   town",22033,1784
"1604025","     obszar wiejski   rural area",12088,59
"1604043","  Wołczyn",12190,51
"1604044","     miasto   town",5320,712
"1604045","     obszar wiejski   rural area",6870,29
"1605042","  Walce",5152,74
"1605013","  Gogolin",11658,116
"1605014","     miasto   town",6418,315
"1605015","     obszar wiejski   rural area",5240,65
"1605023","  Krapkowice",21519,221
"1605024","     miasto   town",15282,727
"1605025","     obszar wiejski   rural area",6237,82
"1605033","  Strzeleczki",7220,62
"1605034","     miasto   town",1510,54
"1605035","     obszar wiejski   rural area",5710,64
"1605053","  Zdzieszowice",14098,246
"1605054","     miasto   town",10157,822
"1605055","     obszar wiejski   rural area",3941,87
"1606012","  Domaszowice",3473,30
"1606032","  Pokój",5021,38
"1606042","  Świerczów",3059,28
"1606052","  Wilków",4183,42
"1606023","  Namysłów",26297,91
"1606024","     miasto   town",16818,744
"1606025","     obszar wiejski   rural area",9479,35
"1607022","  Kamiennik",3143,35
"1607042","  Łambinowice",7161,58
"1607082","  Pakosławice",3289,44
"1607092","  Skoroszyce",5866,57
"1607013","  Głuchołazy",22292,133
"1607014","     miasto   town",12621,1845
"1607015","     obszar wiejski   rural area",9671,60
"1607033","  Korfantów",8364,47
"1607034","     miasto   town",1689,165
"1607035","     obszar wiejski   rural area",6675,39
"1607053","  Nysa",53736,247
"1607054","     miasto   town",40685,1479
"1607055","     obszar wiejski   rural area",13051,69
"1607063","  Otmuchów",12734,68
"1607064","     miasto   town",6179,125
"1607065","     obszar wiejski   rural area",6555,48
"1607073","  Paczków",11407,143
"1607074","     miasto   town",6607,1001
"1607075","     obszar wiejski   rural area",4800,65
"1608052","  Radłów",4047,35
"1608062","  Rudniki",7649,76
"1608072","  Zębowice",3442,36
"1608013","  Dobrodzień",9144,56
"1608014","     miasto   town",3447,176
"1608015","     obszar wiejski   rural area",5697,40
"1608023","  Gorzów Śląski",6922,45
"1608024","     miasto   town",2420,131
"1608025","     obszar wiejski   rural area",4502,33
"1608033","  Olesno",17214,71
"1608034","     miasto   town",9047,600
"1608035","     obszar wiejski   rural area",8167,36
"1608043","  Praszka",12863,125
"1608044","     miasto   town",7110,761
"1608045","     obszar wiejski   rural area",5753,61
"1609012","  Chrząstowice",7161,87
"1609022","  Dąbrowa",8203,72
"1609032","  Dobrzeń Wielki",9117,144
"1609042","  Komprachcice",9357,185
"1609052","  Łubniany",10107,80
"1609062","  Murów",5026,31
"1609092","  Popielów",7630,43
"1609112","  Tarnów Opolski",9397,115
"1609132","  Turawa",9930,58
"1609073","  Niemodlin",12557,69
"1609074","     miasto   town",5853,446
"1609075","     obszar wiejski   rural area",6704,39
"1609083","  Ozimek",18486,147
"1609084","     miasto   town",7962,2450
"1609085","     obszar wiejski   rural area",10524,86
"1609103","  Prószków",8954,76
"1609104","     miasto   town",2552,157
"1609105","     obszar wiejski   rural area",6402,63
"1609123","  Tułowice",4916,61
"1609124","     miasto   town",3622,392
"1609125","     obszar wiejski   rural area",1294,18
"1610032","  Lubrza",4154,50
"1610013","  Biała",9853,50
"1610014","     miasto   town",2256,153
"1610015","     obszar wiejski   rural area",7597,42
"1610023","  Głogówek",12574,74
"1610024","     miasto   town",5445,247
"1610025","     obszar wiejski   rural area",7129,48
"1610043","  Prudnik",24862,203
"1610044","     miasto   town",18974,925
"1610045","     obszar wiejski   rural area",5888,58
"1611012","  Izbicko",5283,63
"1611022","  Jemielnica",7041,62
"1611033","  Kolonowskie",5709,68
"1611034","     miasto   town",3207,58
"1611035","     obszar wiejski   rural area",2502,90
"1611043","  Leśnica",7394,78
"1611044","     miasto   town",2546,176
"1611045","     obszar wiejski   rural area",4848,60
"1611053","  Strzelce Opolskie",29018,143
"1611054","     miasto   town",16975,566
"1611055","     obszar wiejski   rural area",12043,70
"1611063","  Ujazd",6366,76
"1611064","     miasto   town",1818,123
"1611065","     obszar wiejski   rural area",4548,66
"1611073","  Zawadzkie",10446,127
"1611074","     miasto   town",6358,386
"1611075","     obszar wiejski   rural area",4088,62
"1661011","  Opole",126077,846
"1801032","  Czarna",2351,13
"1801052","  Lutowiska",1959,4
"1801083","  Ustrzyki Dolne",16291,34
"1801084","     miasto   town",8410,501
"1801085","     obszar wiejski   rural area (c)",7881,17
"1802022","  Domaradz",5792,102
"1802032","  Dydnia",7520,58
"1802042","  Haczów",8967,125
"1802052","  Jasienica Rosielna",7554,132
"1802062","  Nozdrzec",7495,62
"1802013","  Brzozów",25875,251
"1802014","     miasto   town",7158,625
"1802015","     obszar wiejski   rural area",18717,204
"1803011","  Dębica",42986,1271
"1803032","  Czarna",13340,90
"1803042","  Dębica",25685,186
"1803052","  Jodłowa",5239,87
"1803072","  Żyraków",14449,131
"1803023","  Brzostek",12669,104
"1803024","     miasto   town",2688,305
"1803025","     obszar wiejski   rural area",9981,88
"1803063","  Pilzno",18247,111
"1803064","     miasto   town",4994,312
"1803065","     obszar wiejski   rural area",13253,89
"1804011","  Jarosław",35298,1020
"1804021","  Radymno",4935,362
"1804032","  Chłopice",5267,107
"1804042","  Jarosław",13125,116
"1804052","  Laszki",6572,48
"1804062","  Pawłosiów",8411,177
"1804082","  Radymno (c)",10913,60
"1804092","  Rokietnica",4142,73
"1804102","  Roźwienica",6147,89
"1804112","  Wiązownica",11795,48
"1804073","  Pruchnik",9260,115
"1804074","     miasto   town",3625,182
"1804075","     obszar wiejski   rural area",5635,93
"1805011","  Jasło",32727,896
"1805022","  Brzyska",6336,141
"1805032","  Dębowiec",8771,101
"1805042","  Jasło",15934,171
"1805062","  Krempna",1697,8
"1805072","  Nowy Żmigród",8631,83
"1805082","  Osiek Jasielski",5164,85
"1805092","  Skołyszyn",11971,153
"1805112","  Tarnowiec",8998,144
"1805053","  Kołaczyce",8590,141
"1805054","     miasto   town",1359,190
"1805055","     obszar wiejski   rural area",7231,134
"1806012","  Cmolas",7995,60
"1806062","  Dzikowiec",6264,52
"1806032","  Majdan Królewski",9577,62
"1806042","  Niwiska",6201,65
"1806052","  Raniżów",6915,72
"1806023","  Kolbuszowa",24208,142
"1806024","     miasto   town",8495,1065
"1806025","     obszar wiejski   rural area",15713,96
"1807012","  Chorkówka",13469,174
"1807102","  Jaśliska",2072,12
"1807052","  Korczyna",11098,119
"1807062","  Krościenko Wyżne",5347,349
"1807072","  Miejsce Piastowe",13301,260
"1807092","  Wojaszówka",9190,110
"1807023","  Dukla",13847,59
"1807024","     miasto   town",1971,355
"1807025","     obszar wiejski   rural area",11876,52
"1807033","  Iwonicz-Zdrój",10223,225
"1807034","     miasto   town",1540,261
"1807035","     obszar wiejski   rural area",8683,219
"1807043","  Jedlicze",14910,255
"1807044","     miasto   town",5530,522
"1807045","     obszar wiejski   rural area",9380,196
"1807083","  Rymanów",15202,91
"1807084","     miasto   town",3545,286
"1807085","     obszar wiejski   rural area",11657,76
"1821012","  Baligród",3043,19
"1821022","  Cisna",1689,6
"1821042","  Olszanica",4661,50
"1821052","  Solina",5199,28
"1821033","  Lesko",10805,97
"1821034","     miasto   town",5098,333
"1821035","     obszar wiejski   rural area",5707,59
"1808011","  Leżajsk",12697,617
"1808022","  Grodzisko Dolne",7718,98
"1808032","  Kuryłówka",5520,39
"1808042","  Leżajsk",19829,100
"1808053","  Nowa Sarzyna",20934,146
"1808054","     miasto   town",5357,585
"1808055","     obszar wiejski   rural area",15577,116
"1809011","  Lubaczów",11313,440
"1809032","  Horyniec-Zdrój (c)",4333,21
"1809042","  Lubaczów (c)",8928,44
"1809072","  Stary Dzików",3993,26
"1809082","  Wielkie Oczy",3647,25
"1809023","  Cieszanów",6738,31
"1809024","     miasto   town",1815,121
"1809025","     obszar wiejski   rural area",4923,24
"1809053","  Narol",7530,37
"1809054","     miasto   town",1979,160
"1809055","     obszar wiejski   rural area",5551,29
"1809063","  Oleszyce",6083,40
"1809064","     miasto   town",2816,554
"1809065","     obszar wiejski   rural area",3267,22
"1810011","  Łańcut",17703,912
"1810022","  Białobrzegi",8689,155
"1810032","  Czarna",12105,155
"1810042","  Łańcut",21770,205
"1810052","  Markowa",6352,92
"1810062","  Rakszawa",7235,109
"1810072","  Żołynia",6990,123
"1811011","  Mielec (a)",56972,1215
"1811022","  Borowa",5256,95
"1811032","  Czermin",7056,88
"1811042","  Gawłuszowice",2743,81
"1811052","  Mielec",13646,111
"1811062","  Padew Narodowa",5132,72
